program_key,program_title,training_level,family_code,family_name,occupation_id,cno11_code,occupation_label,relationship_type,source_url,source_quote,reviewed_at,mapping_version
"AGA02M","Producción Agropecuaria","intermediate","AGA","Agraria","occupation:cno11:6204","6204","Trabajadores cualificados en apicultura y sericicultura","official_output","https://www.boe.es/eli/es/rd/2009/10/30/1634","Apicultor.","2026-08-21","1.0.0"
"AGA02M","Producción Agropecuaria","intermediate","AGA","Agraria","occupation:cno11:6205","6205","Trabajadores cualificados en la avicultura y la cunicultura","official_output","https://www.boe.es/eli/es/rd/2009/10/30/1634","Avicultor.","2026-08-21","1.0.0"
"AGA02M","Producción Agropecuaria","intermediate","AGA","Agraria","occupation:cno11:6300","6300","Trabajadores cualificados en actividades agropecuarias mixtas","official_output","https://www.boe.es/eli/es/rd/2009/10/30/1634","Trabajador cualificado por cuenta ajena en cultivos y ganadería.","2026-08-21","1.0.0"
"AGA02M","Producción Agropecuaria","intermediate","AGA","Agraria","occupation:cno11:8321","8321","Operadores de maquinaria agrícola móvil","official_output","https://www.boe.es/eli/es/rd/2009/10/30/1634","Operador de maquinaria agrícola y ganadera.","2026-08-21","1.0.0"
"AGA03B","Aprovechamientos Forestales","basic","AGA","Agraria","occupation:cno11:9511","9511","Peones agrícolas (excepto en huertas, invernaderos, viveros y jardines)","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/agraria/aprovechamientos-forestales.html","Peón en cultivos herbáceos.","2026-08-21","1.0.0"
"AGA03B","Aprovechamientos Forestales","basic","AGA","Agraria","occupation:cno11:9512","9512","Peones agrícolas en huertas, invernaderos, viveros y jardines","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/agraria/aprovechamientos-forestales.html","Peón de vivero.","2026-08-21","1.0.0"
"AGA03B","Aprovechamientos Forestales","basic","AGA","Agraria","occupation:cno11:9530","9530","Peones agropecuarios","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/agraria/aprovechamientos-forestales.html","Peón agropecuario.","2026-08-21","1.0.0"
"AGA03B","Aprovechamientos Forestales","basic","AGA","Agraria","occupation:cno11:9543","9543","Peones forestales y de la caza","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/agraria/aprovechamientos-forestales.html","Peón forestal.","2026-08-21","1.0.0"
"AGA03M","Jardinería y Floristería","intermediate","AGA","Agraria","occupation:cno11:6120","6120","Trabajadores cualificados en huertas, invernaderos, viveros y jardines","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/agraria/jardineria-floristeria.html","Trabajador / trabajadora de huertas, viveros y jardines.","2026-08-22","1.0.0"
"AGA03S","Ganadería y Asistencia en Sanidad Animal","higher","AGA","Agraria","occupation:cno11:2640","2640","Profesionales de ventas técnicas y médicas (excepto las TIC)","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/agraria/ganaderia-asistencia-sanidad-animal.html","Visitador / visitadora de productos de veterinaria.","2026-08-14","1.0.0"
"AGA04M","Aprovechamiento y Conservación del Medio Natural","intermediate","AGA","Agraria","occupation:cno11:6120","6120","Trabajadores cualificados en huertas, invernaderos, viveros y jardines","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/agraria/aprovechamiento-conservacion-medio-natural.html","Viverista.","2026-08-14","1.0.0"
"AGA04M","Aprovechamiento y Conservación del Medio Natural","intermediate","AGA","Agraria","occupation:cno11:8321","8321","Operadores de maquinaria agrícola móvil","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/agraria/aprovechamiento-conservacion-medio-natural.html","Tractorista.","2026-08-14","1.0.0"
"ARG01M","Preimpresión Digital","intermediate","ARG","Artes Gráficas","occupation:cno11:7621","7621","Trabajadores de procesos de preimpresión","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/artes-graficas/preimpresion-digital.html","Técnica / técnico en preimpresión.","2026-08-22","1.0.0"
"COM01B","Servicios Comerciales","basic","COM","Comercio y Marketing","occupation:cno11:4121","4121","Empleados de control de abastecimientos e inventario","official_output","https://www.ine.es/daco/daco42/clasificaciones/cno11_notas.pdf","4121 Empleados de control de abastecimientos e inventario","2026-08-11","1.0.0"
"COM01B","Servicios Comerciales","basic","COM","Comercio y Marketing","occupation:cno11:4123","4123","Empleados de logística y transporte de pasajeros y mercancías","official_output","https://www.ine.es/daco/daco42/clasificaciones/cno11_notas.pdf","4123 Empleados de logística y transporte de pasajeros y mercancías","2026-08-11","1.0.0"
"COM01B","Servicios Comerciales","basic","COM","Comercio y Marketing","occupation:cno11:5220","5220","Vendedores en tiendas y almacenes","official_output","https://www.ine.es/daco/daco42/clasificaciones/cno11_notas.pdf","5220 Vendedores en tiendas y almacenes","2026-08-11","1.0.0"
"COM01B","Servicios Comerciales","basic","COM","Comercio y Marketing","occupation:cno11:5492","5492","Promotores de venta","official_output","https://www.ine.es/daco/daco42/clasificaciones/cno11_notas.pdf","5492 Promotores de venta","2026-08-11","1.0.0"
"COM01B","Servicios Comerciales","basic","COM","Comercio y Marketing","occupation:cno11:5500","5500","Cajeros y taquilleros (excepto bancos)","official_output","https://www.ine.es/daco/daco42/clasificaciones/cno11_notas.pdf","5500 Cajeros y taquilleros (excepto bancos)","2026-08-11","1.0.0"
"COM01B","Servicios Comerciales","basic","COM","Comercio y Marketing","occupation:cno11:8333","8333","Operadores de carretillas elevadoras","official_output","https://www.ine.es/daco/daco42/clasificaciones/cno11_notas.pdf","8333 Operadores de carretillas elevadoras","2026-08-11","1.0.0"
"COM01B","Servicios Comerciales","basic","COM","Comercio y Marketing","occupation:cno11:9820","9820","Reponedores","official_output","https://www.ine.es/daco/daco42/clasificaciones/cno11_notas.pdf","9820 Reponedores","2026-08-11","1.0.0"
"COM01M","Actividades Comerciales","intermediate","COM","Comercio y Marketing","occupation:cno11:1432","1432","Directores y gerentes de empresas de comercio al por menor","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/actividades-comerciales.html","Gerente de pequeño comercio.","2026-08-12","1.0.0"
"COM01M","Actividades Comerciales","intermediate","COM","Comercio y Marketing","occupation:cno11:3510","3510","Agentes y representantes comerciales","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/actividades-comerciales.html","Representante comercial.","2026-08-12","1.0.0"
"COM01M","Actividades Comerciales","intermediate","COM","Comercio y Marketing","occupation:cno11:4424","4424","Teleoperadores","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/actividades-comerciales.html","Teleoperador / teleoperadora (Call-Center).","2026-08-12","1.0.0"
"COM01M","Actividades Comerciales","intermediate","COM","Comercio y Marketing","occupation:cno11:5420","5420","Operadores de telemarketing","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/actividades-comerciales.html","Televendedor / televendedora.","2026-08-12","1.0.0"
"COM01M","Actividades Comerciales","intermediate","COM","Comercio y Marketing","occupation:cno11:5492","5492","Promotores de venta","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/actividades-comerciales.html","Promotor / promotora.","2026-08-12","1.0.0"
"COM01M","Actividades Comerciales","intermediate","COM","Comercio y Marketing","occupation:cno11:5500","5500","Cajeros y taquilleros (excepto bancos)","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/actividades-comerciales.html","Cajera / cajero.","2026-08-12","1.0.0"
"COM01M","Actividades Comerciales","intermediate","COM","Comercio y Marketing","occupation:cno11:9820","9820","Reponedores","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/actividades-comerciales.html","Reponedor / reponedora.","2026-08-12","1.0.0"
"COM02E","Redacción de contenidos digitales para marketing y ventas","specialization","COM","Comercio y Marketing","occupation:cno11:1221","1221","Directores comerciales y de ventas","reviewed_relationship","https://www.boe.es/eli/es/rd/2024/02/06/144","Directores de marketing digital, de programas de afiliación, de contenidos digitales, de proyectos digitales y de comercio electrónico.","2026-08-21","1.0.0"
"COM02E","Redacción de contenidos digitales para marketing y ventas","specialization","COM","Comercio y Marketing","occupation:cno11:2651","2651","Profesionales de la publicidad y la comercialización","reviewed_relationship","https://www.boe.es/eli/es/rd/2024/02/06/144","Copywriter, Redactor publicitario digital y Redactor de contenidos para marketing y ventas.","2026-08-21","1.0.0"
"COM02M","Comercialización de Productos Alimentarios","intermediate","COM","Comercio y Marketing","occupation:cno11:5210","5210","Jefes de sección de tiendas y almacenes","official_output","https://www.boe.es/eli/es/rd/189/2018","Responsable/encargado de sección/sala/departamento de tienda de alimentación.","2026-08-09","1.0.0"
"COM02M","Comercialización de Productos Alimentarios","intermediate","COM","Comercio y Marketing","occupation:cno11:5220","5220","Vendedores en tiendas y almacenes","official_output","https://www.boe.es/eli/es/rd/189/2018","Vendedor/a de productos alimentarios.","2026-08-09","1.0.0"
"COM02S","Transporte y Logística","higher","COM","Comercio y Marketing","occupation:cno11:3510","3510","Agentes y representantes comerciales","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Comercial de servicios de transporte por carretera.","2026-08-13","1.0.0"
"COM02S","Transporte y Logística","higher","COM","Comercio y Marketing","occupation:cno11:3523","3523","Consignatarios","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Consignatario / consignataria de buques.","2026-08-13","1.0.0"
"COM02S","Transporte y Logística","higher","COM","Comercio y Marketing","occupation:cno11:4123","4123","Empleados de logística y transporte de pasajeros y mercancías","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Operador / operadora logística.","2026-08-13","1.0.0"
"COM02S","Transporte y Logística","higher","COM","Comercio y Marketing","occupation:cno11:5210","5210","Jefes de sección de tiendas y almacenes","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Jefa / jefe de almacén.","2026-08-13","1.0.0"
"COM02SD","Transporte y Logística (distancia)","higher","COM","Comercio y Marketing","occupation:cno11:3510","3510","Agentes y representantes comerciales","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Comercial de servicios de transporte por carretera.","2026-08-13","1.0.0"
"COM02SD","Transporte y Logística (distancia)","higher","COM","Comercio y Marketing","occupation:cno11:3523","3523","Consignatarios","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Consignatario / consignataria de buques.","2026-08-13","1.0.0"
"COM02SD","Transporte y Logística (distancia)","higher","COM","Comercio y Marketing","occupation:cno11:4123","4123","Empleados de logística y transporte de pasajeros y mercancías","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Operador / operadora logística.","2026-08-13","1.0.0"
"COM02SD","Transporte y Logística (distancia)","higher","COM","Comercio y Marketing","occupation:cno11:5210","5210","Jefes de sección de tiendas y almacenes","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Jefa / jefe de almacén.","2026-08-13","1.0.0"
"COM03S","Gestión de Ventas y Espacios Comerciales","higher","COM","Comercio y Marketing","occupation:cno11:3510","3510","Agentes y representantes comerciales","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/gestion-ventas-espacios-comerciales.html","Agente comercial.","2026-08-13","1.0.0"
"COM03S","Gestión de Ventas y Espacios Comerciales","higher","COM","Comercio y Marketing","occupation:cno11:5210","5210","Jefes de sección de tiendas y almacenes","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/gestion-ventas-espacios-comerciales.html","Encargada / encargado de sección de un comercio.","2026-08-13","1.0.0"
"COM04S","Comercio Internacional","higher","COM","Comercio y Marketing","occupation:cno11:3522","3522","Agentes de compras","official_output","https://www.boe.es/boe/dias/2011/12/13/pdfs/BOE-A-2011-19439.pdf","Técnico en comercio exterior.","2026-08-21","1.0.0"
"COM04S","Comercio Internacional","higher","COM","Comercio y Marketing","occupation:cno11:3523","3523","Consignatarios","official_output","https://www.boe.es/boe/dias/2011/12/13/pdfs/BOE-A-2011-19439.pdf","Consignatario de buques.","2026-08-21","1.0.0"
"COM04S","Comercio Internacional","higher","COM","Comercio y Marketing","occupation:cno11:4123","4123","Empleados de logística y transporte de pasajeros y mercancías","official_output","https://www.boe.es/boe/dias/2011/12/13/pdfs/BOE-A-2011-19439.pdf","Transitario.","2026-08-21","1.0.0"
"COM04SD","Comercio Internacional (distancia)","higher","COM","Comercio y Marketing","occupation:cno11:3522","3522","Agentes de compras","official_output","https://www.boe.es/boe/dias/2011/12/13/pdfs/BOE-A-2011-19439.pdf","Técnico en comercio exterior.","2026-08-21","1.0.0"
"COM04SD","Comercio Internacional (distancia)","higher","COM","Comercio y Marketing","occupation:cno11:3523","3523","Consignatarios","official_output","https://www.boe.es/boe/dias/2011/12/13/pdfs/BOE-A-2011-19439.pdf","Consignatario de buques.","2026-08-21","1.0.0"
"COM04SD","Comercio Internacional (distancia)","higher","COM","Comercio y Marketing","occupation:cno11:4123","4123","Empleados de logística y transporte de pasajeros y mercancías","official_output","https://www.boe.es/boe/dias/2011/12/13/pdfs/BOE-A-2011-19439.pdf","Transitario.","2026-08-21","1.0.0"
"ELE01B","Electricidad y Electrónica","basic","ELE","Electricidad y Electrónica","occupation:cno11:7510","7510","Electricistas de la construcción y afines","official_output","https://www.boe.es/eli/es/rd/2014/02/28/127","Operario de instalaciones eléctricas de baja tensión.","2026-08-12","1.0.0"
"ELE01M","Instalaciones Eléctricas y Automáticas","intermediate","ELE","Electricidad y Electrónica","occupation:cno11:7510","7510","Electricistas de la construcción y afines","official_output","https://www.boe.es/eli/es/rd/2008/02/08/177","Electricista de construcción.","2026-08-20","1.0.0"
"ELE01S","Sistemas Electrotécnicos y Automatizados","higher","ELE","Electricidad y Electrónica","occupation:cno11:3123","3123","Técnicos en electricidad","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/electricidad-electronica/sistemas-electrotecnicos-automatizados.html","Técnica / técnico en proyectos electrotécnicos.","2026-08-13","1.0.0"
"ELE01S","Sistemas Electrotécnicos y Automatizados","higher","ELE","Electricidad y Electrónica","occupation:cno11:7510","7510","Electricistas de la construcción y afines","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/electricidad-electronica/sistemas-electrotecnicos-automatizados.html","Jefa / jefe de equipo de instaladores / instaladoras de baja tensión para edificios.","2026-08-13","1.0.0"
"ELE02B","Instalaciones Electrotécnicas y Mecánica","basic","ELE","Electricidad y Electrónica","occupation:cno11:7510","7510","Electricistas de la construcción y afines","reviewed_relationship","https://www.boe.es/eli/es/rd/2015/08/28/774","Operario de instalaciones eléctricas de baja tensión.","2026-08-21","1.0.0"
"ELE02B","Instalaciones Electrotécnicas y Mecánica","basic","ELE","Electricidad y Electrónica","occupation:cno11:7533","7533","Instaladores y reparadores en tecnologías de la información y las comunicaciones","reviewed_relationship","https://www.boe.es/eli/es/rd/2015/08/28/774","Ayudante de montador de antenas receptoras de televisión y satélites.","2026-08-21","1.0.0"
"ELE02B","Instalaciones Electrotécnicas y Mecánica","basic","ELE","Electricidad y Electrónica","occupation:cno11:9700","9700","Peones de las industrias manufactureras","official_output","https://www.boe.es/eli/es/rd/2015/08/28/774","Peones de industrias manufactureras.","2026-08-21","1.0.0"
"ELE02M","Instalaciones de Telecomunicaciones","intermediate","ELE","Electricidad y Electrónica","occupation:cno11:7533","7533","Instaladores y reparadores en tecnologías de la información y las comunicaciones","official_output","https://www.boe.es/eli/es/rd/2009/10/30/1632","Instalador de antenas.","2026-08-12","1.0.0"
"ELE02S","Sistemas de Telecomunicaciones e Informáticos","higher","ELE","Electricidad y Electrónica","occupation:cno11:3124","3124","Técnicos en electrónica (excepto electromedicina)","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/electricidad-electronica/sistemas-telecomunicaciones-informaticos.html","Técnica / técnico en supervisión, instalación, mantenimiento, verificación y control de equipos de sistemas de radiodifusión.","2026-08-13","1.0.0"
"ELE02S","Sistemas de Telecomunicaciones e Informáticos","higher","ELE","Electricidad y Electrónica","occupation:cno11:3811","3811","Técnicos en operaciones de sistemas informáticos","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/electricidad-electronica/sistemas-telecomunicaciones-informaticos.html","Especialista en integración, instalación y mantenimiento de equipos y sistemas informáticos.","2026-08-13","1.0.0"
"ELE02S","Sistemas de Telecomunicaciones e Informáticos","higher","ELE","Electricidad y Electrónica","occupation:cno11:3813","3813","Técnicos en redes","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/electricidad-electronica/sistemas-telecomunicaciones-informaticos.html","Técnica / técnico en supervisión, instalación, mantener, verificación y control en redes locales y sistemas telemáticos","2026-08-13","1.0.0"
"ELE02S","Sistemas de Telecomunicaciones e Informáticos","higher","ELE","Electricidad y Electrónica","occupation:cno11:7533","7533","Instaladores y reparadores en tecnologías de la información y las comunicaciones","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/electricidad-electronica/sistemas-telecomunicaciones-informaticos.html","Especialista en instalación, integración y mantenimiento de equipos y sistemas de telecomunicación.","2026-08-13","1.0.0"
"ELE03S","Mantenimiento Electrónico","higher","ELE","Electricidad y Electrónica","occupation:cno11:7531","7531","Mecánicos y reparadores de equipos electrónicos","official_output","https://www.ine.es/daco/daco42/clasificaciones/cno11_notas.pdf","7531 Técnicos de reparación de equipos electrónicos y de comunicaciones","2026-08-11","1.0.0"
